Model,MSO4034B
Firmware Version,2.96
,
Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0.0001472
Sample Interval,2.00E-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.94
,
,
,
Label,
TIME,CH1
6.64E-05,0.67
6.66E-05,0.69
6.68E-05,0.69
6.70E-05,0.67
6.72E-05,0.69
6.74E-05,0.69
6.76E-05,0.67
6.78E-05,0.69
6.80E-05,0.69
6.82E-05,0.67
6.84E-05,0.71
6.86E-05,0.69
6.88E-05,0.69
6.90E-05,0.71
6.92E-05,0.71
6.94E-05,0.69
6.96E-05,0.73
6.98E-05,0.71
7.00E-05,0.73
7.02E-05,0.69
7.04E-05,0.69
7.06E-05,0.69
7.08E-05,0.69
7.10E-05,0.69
7.12E-05,0.71
7.14E-05,0.71
7.16E-05,0.69
7.18E-05,0.71
7.20E-05,0.69
7.22E-05,0.69
7.24E-05,0.69
7.26E-05,0.71
7.28E-05,0.69
7.30E-05,0.69
7.32E-05,0.69
7.34E-05,0.69
7.36E-05,0.71
7.38E-05,0.71
7.40E-05,0.69
7.42E-05,0.69
7.44E-05,0.71
7.46E-05,0.69
7.48E-05,0.69
7.50E-05,0.69
7.52E-05,0.71
7.54E-05,0.71
7.56E-05,0.73
7.58E-05,0.71
7.60E-05,0.71
7.62E-05,0.71
7.64E-05,0.73
7.66E-05,0.73
7.68E-05,0.73
7.70E-05,0.71
7.72E-05,0.71
7.74E-05,0.69
7.76E-05,0.71
7.78E-05,0.71
7.80E-05,0.71
7.82E-05,0.73
7.84E-05,0.71
7.86E-05,0.73
7.88E-05,0.71
7.90E-05,0.73
7.92E-05,0.71
7.94E-05,0.69
7.96E-05,0.69
7.98E-05,0.71
8.00E-05,0.71
8.02E-05,0.71
8.04E-05,0.71
8.06E-05,0.73
8.08E-05,0.71
8.10E-05,0.71
8.12E-05,0.71
8.14E-05,0.71
8.16E-05,0.71
8.18E-05,0.71
8.20E-05,0.71
8.22E-05,0.73
8.24E-05,0.71
8.26E-05,0.73
8.28E-05,0.71
8.30E-05,0.77
8.32E-05,0.95
8.34E-05,0.73
8.36E-05,0.73
8.38E-05,0.75
8.40E-05,0.73
8.42E-05,0.75
8.44E-05,0.71
8.46E-05,0.75
8.48E-05,0.73
8.50E-05,0.75
8.52E-05,0.75
8.54E-05,0.73
8.56E-05,0.73
8.58E-05,0.73
8.60E-05,0.73
8.62E-05,0.73
8.64E-05,0.75
8.66E-05,0.75
8.68E-05,0.75
8.70E-05,0.73
8.72E-05,0.71
8.74E-05,0.73
8.76E-05,0.73
8.78E-05,0.75
8.80E-05,0.77
8.82E-05,0.75
8.84E-05,0.73
8.86E-05,0.73
8.88E-05,0.73
8.90E-05,0.71
8.92E-05,0.73
8.94E-05,0.75
8.96E-05,0.75
8.98E-05,0.71
9.00E-05,0.73
9.02E-05,0.73
9.04E-05,0.73
9.06E-05,0.75
9.08E-05,0.75
9.10E-05,0.73
9.12E-05,0.75
9.14E-05,0.71
9.16E-05,0.73
9.18E-05,0.75
9.20E-05,0.73
9.22E-05,0.73
9.24E-05,0.75
9.26E-05,0.75
9.28E-05,0.75
9.30E-05,0.75
9.32E-05,0.75
9.34E-05,0.75
9.36E-05,0.73
9.38E-05,0.75
9.40E-05,0.75
9.42E-05,0.75
9.44E-05,0.77
9.46E-05,0.77
9.48E-05,0.77
9.50E-05,0.75
9.52E-05,0.77
9.54E-05,0.75
9.56E-05,0.75
9.58E-05,0.75
9.60E-05,0.75
9.62E-05,0.75
9.64E-05,0.73
9.66E-05,0.75
9.68E-05,0.73
9.70E-05,0.71
9.72E-05,0.71
9.74E-05,0.73
9.76E-05,0.75
9.78E-05,0.75
9.80E-05,0.75
9.82E-05,0.75
9.84E-05,0.73
9.86E-05,0.75
9.88E-05,0.75
9.90E-05,0.75
9.92E-05,0.75
9.94E-05,0.73
9.96E-05,0.77
9.98E-05,0.75
1.00E-04,0.75
1.00E-04,0.77
1.00E-04,0.77
1.01E-04,0.75
1.01E-04,0.77
1.01E-04,0.75
1.01E-04,0.75
1.01E-04,0.75
1.02E-04,0.75
1.02E-04,0.75
1.02E-04,0.77
1.02E-04,0.75
1.02E-04,0.77
1.03E-04,0.75
1.03E-04,0.75
1.03E-04,0.75
1.03E-04,0.79
1.03E-04,0.77
1.04E-04,0.77
1.04E-04,0.77
1.04E-04,0.75
1.04E-04,0.77
1.04E-04,0.75
1.05E-04,0.75
1.05E-04,0.75
1.05E-04,0.79
1.05E-04,0.75
1.05E-04,0.73
1.06E-04,0.77
1.06E-04,0.77
1.06E-04,0.75
1.06E-04,0.75
1.06E-04,0.77
1.07E-04,0.75
1.07E-04,0.75
1.07E-04,0.77
1.07E-04,0.77
1.07E-04,0.77
1.08E-04,0.77
1.08E-04,0.77
1.08E-04,0.79
1.08E-04,0.77
1.08E-04,0.75
1.09E-04,0.77
1.09E-04,0.77
1.09E-04,0.77
1.09E-04,0.79
1.09E-04,0.77
1.10E-04,0.79
1.10E-04,0.77
1.10E-04,0.77
1.10E-04,0.79
1.10E-04,0.77
1.11E-04,0.79
1.11E-04,0.77
1.11E-04,0.77
1.11E-04,0.77
1.11E-04,0.79
1.12E-04,0.75
1.12E-04,0.75
1.12E-04,0.79
1.12E-04,0.77
1.12E-04,0.75
1.13E-04,0.79
1.13E-04,0.79
1.13E-04,0.77
1.13E-04,0.77
1.13E-04,0.77
1.14E-04,0.75
1.14E-04,0.77
1.14E-04,0.75
1.14E-04,0.79
1.14E-04,0.75
1.15E-04,0.77
1.15E-04,0.77
1.15E-04,0.75
1.15E-04,0.79
1.15E-04,0.77
1.16E-04,0.75
1.16E-04,0.77
1.16E-04,0.77
1.16E-04,0.77
1.16E-04,0.79
1.17E-04,0.71
1.17E-04,0.79
1.17E-04,0.77
1.17E-04,0.79
1.17E-04,0.79
1.18E-04,0.79
1.18E-04,0.79
1.18E-04,0.79
1.18E-04,0.79
1.18E-04,0.79
1.19E-04,0.79
1.19E-04,0.77
1.19E-04,0.79
1.19E-04,0.81
1.19E-04,0.79
1.20E-04,0.81
1.20E-04,0.77
1.20E-04,0.79
1.20E-04,0.79
1.20E-04,0.79
1.21E-04,0.79
1.21E-04,0.79
1.21E-04,0.79
1.21E-04,0.81
1.21E-04,0.77
1.22E-04,0.77
1.22E-04,0.79
1.22E-04,0.79
1.22E-04,0.79
1.22E-04,0.77
1.23E-04,0.79
1.23E-04,0.79
1.23E-04,0.79
1.23E-04,0.79
1.23E-04,0.77
1.24E-04,0.77
1.24E-04,0.77
1.24E-04,0.79
1.24E-04,0.77
1.24E-04,0.77
1.25E-04,0.81
1.25E-04,0.79
1.25E-04,0.79
1.25E-04,0.79
1.25E-04,0.79
1.26E-04,0.79
1.26E-04,0.79
1.26E-04,0.79
1.26E-04,0.81
1.26E-04,0.81
1.27E-04,0.79
1.27E-04,0.79
1.27E-04,0.83
1.27E-04,0.79
1.27E-04,0.81
1.28E-04,0.79
1.28E-04,0.81
1.28E-04,0.77
1.28E-04,0.81
1.28E-04,0.81
1.29E-04,0.79
1.29E-04,0.79
1.29E-04,0.79
1.29E-04,0.79
1.29E-04,0.77
1.30E-04,0.81
1.30E-04,0.77
1.30E-04,0.77
1.30E-04,0.79
1.30E-04,0.79
1.31E-04,0.81
1.31E-04,0.81
1.31E-04,0.79
1.31E-04,0.77
1.31E-04,0.79
1.32E-04,0.79
1.32E-04,0.79
1.32E-04,0.81
1.32E-04,0.77
1.32E-04,0.79
1.33E-04,0.79
1.33E-04,0.79
1.33E-04,0.81
1.33E-04,1.01
1.33E-04,0.79
1.34E-04,0.79
1.34E-04,0.83
1.34E-04,0.81
1.34E-04,0.81
1.34E-04,0.79
1.35E-04,0.81
1.35E-04,0.81
1.35E-04,0.81
1.35E-04,0.79
1.35E-04,0.79
1.36E-04,0.81
1.36E-04,0.83
1.36E-04,0.83
1.36E-04,0.79
1.36E-04,0.81
1.37E-04,0.81
1.37E-04,0.81
1.37E-04,0.81
1.37E-04,0.83
1.37E-04,0.83
1.38E-04,0.79
1.38E-04,0.79
1.38E-04,0.79
1.38E-04,0.79
1.38E-04,0.79
1.39E-04,0.79
1.39E-04,0.79
1.39E-04,0.79
1.39E-04,0.81
1.39E-04,0.77
1.40E-04,0.77
1.40E-04,0.79
1.40E-04,0.79
1.40E-04,0.79
1.40E-04,0.79
1.41E-04,0.81
1.41E-04,0.79
1.41E-04,0.81
1.41E-04,0.81
1.41E-04,0.79
1.42E-04,0.81
1.42E-04,0.81
1.42E-04,0.81
1.42E-04,0.81
1.42E-04,0.81
1.43E-04,0.81
1.43E-04,0.79
1.43E-04,0.79
1.43E-04,0.79
1.43E-04,0.81
1.44E-04,0.81
1.44E-04,0.81
1.44E-04,0.81
1.44E-04,0.81
1.44E-04,0.81
1.45E-04,0.79
1.45E-04,0.81
1.45E-04,0.79
1.45E-04,0.79
1.45E-04,0.81
1.46E-04,0.81
1.46E-04,0.81
1.46E-04,0.79
1.46E-04,0.83
1.46E-04,0.77
1.47E-04,0.81
1.47E-04,0.79
1.47E-04,0.79
1.47E-04,0.81
1.47E-04,0.81
1.48E-04,0.81
1.48E-04,0.81
1.48E-04,0.79
1.48E-04,0.81
1.48E-04,0.77
1.49E-04,0.81
1.49E-04,0.83
1.49E-04,0.81
1.49E-04,0.81
1.49E-04,0.85
1.50E-04,0.79
1.50E-04,0.79
1.50E-04,0.79
1.50E-04,0.81
1.50E-04,0.79
1.51E-04,0.79
1.51E-04,0.81
1.51E-04,0.81
1.51E-04,0.81
1.51E-04,0.83
1.52E-04,0.81
1.52E-04,0.79
1.52E-04,0.83
1.52E-04,0.81
1.52E-04,0.81
1.53E-04,0.81
1.53E-04,0.79
1.53E-04,0.81
1.53E-04,0.81
1.53E-04,0.79
1.54E-04,0.79
1.54E-04,0.81
1.54E-04,0.81
1.54E-04,0.79
1.54E-04,0.81
1.55E-04,0.81
1.55E-04,0.79
1.55E-04,0.79
1.55E-04,0.81
1.55E-04,0.79
1.56E-04,0.81
1.56E-04,0.81
1.56E-04,0.81
1.56E-04,0.79
1.56E-04,0.81
1.57E-04,0.81
1.57E-04,0.81
1.57E-04,0.81
1.57E-04,0.81
1.57E-04,0.81
1.58E-04,0.79
1.58E-04,0.81
1.58E-04,0.81
1.58E-04,0.79
1.58E-04,0.79
1.59E-04,0.83
1.59E-04,0.81
1.59E-04,0.79
1.59E-04,0.81
1.59E-04,0.83
1.60E-04,0.79
1.60E-04,0.81
1.60E-04,0.81
1.60E-04,0.79
1.60E-04,0.83
1.61E-04,0.81
1.61E-04,0.81
1.61E-04,0.81
1.61E-04,0.81
1.61E-04,0.83
1.62E-04,0.81
1.62E-04,0.81
1.62E-04,0.83
1.62E-04,0.81
1.62E-04,0.79
1.63E-04,0.79
1.63E-04,0.81
1.63E-04,0.81
1.63E-04,0.81
1.63E-04,0.81
1.64E-04,0.79
1.64E-04,0.79
1.64E-04,0.81
1.64E-04,0.81
1.64E-04,0.79
1.65E-04,0.81
1.65E-04,0.81
1.65E-04,0.79
1.65E-04,0.81
1.65E-04,0.81
1.66E-04,0.81
1.66E-04,0.81
1.66E-04,0.81
1.66E-04,0.81
1.66E-04,0.83
1.67E-04,0.85
1.67E-04,0.81
1.67E-04,0.83
1.67E-04,0.81
1.67E-04,0.81
1.68E-04,0.79
1.68E-04,0.81
1.68E-04,0.81
1.68E-04,0.83
1.68E-04,0.83
1.69E-04,0.83
1.69E-04,0.81
1.69E-04,0.81
1.69E-04,0.81
1.69E-04,0.81
1.70E-04,0.81
1.70E-04,0.79
1.70E-04,0.81
1.70E-04,0.81
1.70E-04,0.81
1.71E-04,0.79
1.71E-04,0.81
1.71E-04,0.83
1.71E-04,0.83
1.71E-04,0.81
1.72E-04,0.79
1.72E-04,0.79
1.72E-04,0.81
1.72E-04,0.79
1.72E-04,0.81
1.73E-04,0.79
1.73E-04,0.81
1.73E-04,0.81
1.73E-04,0.81
1.73E-04,0.81
1.74E-04,0.83
1.74E-04,0.81
1.74E-04,0.79
1.74E-04,0.81
1.74E-04,0.79
1.75E-04,0.81
1.75E-04,0.79
1.75E-04,0.81
1.75E-04,0.81
1.75E-04,0.81
1.76E-04,0.83
1.76E-04,0.79
1.76E-04,0.79
1.76E-04,0.79
1.76E-04,0.81
1.77E-04,0.81
1.77E-04,0.79
1.77E-04,0.81
1.77E-04,0.81
1.77E-04,0.81
1.78E-04,0.81
1.78E-04,0.83
1.78E-04,0.81
1.78E-04,0.81
1.78E-04,0.81
1.79E-04,0.81
1.79E-04,0.79
1.79E-04,0.79
1.79E-04,0.81
1.79E-04,0.83
1.80E-04,0.79
1.80E-04,0.81
1.80E-04,0.81
1.80E-04,0.79
1.80E-04,0.79
1.81E-04,0.79
1.81E-04,0.81
1.81E-04,0.81
1.81E-04,0.79
1.81E-04,0.77
1.82E-04,0.81
1.82E-04,0.79
1.82E-04,0.81
1.82E-04,0.79
1.82E-04,0.81
1.83E-04,0.81
1.83E-04,0.77
1.83E-04,0.79
1.83E-04,0.63
1.83E-04,0.79
1.84E-04,0.81
1.84E-04,0.81
1.84E-04,0.81
1.84E-04,0.81
1.84E-04,0.81
1.85E-04,0.79
1.85E-04,0.79
1.85E-04,0.81
1.85E-04,0.81
1.85E-04,0.81
1.86E-04,0.81
1.86E-04,0.79
1.86E-04,0.81
1.86E-04,0.81
1.86E-04,0.79
1.87E-04,0.79
1.87E-04,0.83
1.87E-04,0.79
1.87E-04,0.81
1.87E-04,0.81
1.88E-04,0.81
1.88E-04,0.79
1.88E-04,0.79
1.88E-04,0.79
1.88E-04,0.81
1.89E-04,0.77
1.89E-04,0.79
1.89E-04,0.79
1.89E-04,0.79
1.89E-04,0.81
1.90E-04,0.79
1.90E-04,0.77
1.90E-04,0.81
1.90E-04,0.77
1.90E-04,0.81
1.91E-04,0.79
1.91E-04,0.81
1.91E-04,0.79
1.91E-04,0.81
1.91E-04,0.81
1.92E-04,0.79
1.92E-04,0.81
1.92E-04,0.79
1.92E-04,0.79
1.92E-04,0.81
1.93E-04,0.81
1.93E-04,0.77
1.93E-04,0.79
1.93E-04,0.81
1.93E-04,0.81
1.94E-04,0.79
1.94E-04,0.79
1.94E-04,0.79
1.94E-04,0.79
1.94E-04,0.79
1.95E-04,0.79
1.95E-04,0.77
1.95E-04,0.79
1.95E-04,0.79
1.95E-04,0.79
1.96E-04,0.79
1.96E-04,0.81
1.96E-04,0.81
1.96E-04,0.79
1.96E-04,0.79
1.97E-04,0.81
1.97E-04,0.77
1.97E-04,0.77
1.97E-04,0.79
1.97E-04,0.77
1.98E-04,0.79
1.98E-04,0.79
1.98E-04,0.77
1.98E-04,0.79
1.98E-04,0.79
1.99E-04,0.79
1.99E-04,0.81
1.99E-04,0.81
1.99E-04,0.79
1.99E-04,0.81
2.00E-04,0.77
2.00E-04,0.79
2.00E-04,0.77
2.00E-04,0.79
2.00E-04,0.79
2.01E-04,0.77
2.01E-04,0.79
2.01E-04,0.77
2.01E-04,0.79
2.01E-04,0.79
2.02E-04,0.79
2.02E-04,0.79
2.02E-04,0.79
2.02E-04,0.79
2.02E-04,0.81
2.03E-04,0.79
2.03E-04,0.79
2.03E-04,0.77
2.03E-04,0.79
2.03E-04,0.81
2.04E-04,0.79
2.04E-04,0.79
2.04E-04,0.77
2.04E-04,0.79
2.04E-04,0.79
2.05E-04,0.77
2.05E-04,0.79
2.05E-04,0.79
2.05E-04,0.77
2.05E-04,0.77
2.06E-04,0.79
2.06E-04,0.79
2.06E-04,0.79
2.06E-04,0.77
2.06E-04,0.77
2.07E-04,0.79
2.07E-04,0.77
2.07E-04,0.79
2.07E-04,0.81
2.07E-04,0.81
2.08E-04,0.77
2.08E-04,0.81
2.08E-04,0.79
2.08E-04,0.79
2.08E-04,0.79
2.09E-04,0.79
2.09E-04,0.77
2.09E-04,0.79
2.09E-04,0.79
2.09E-04,0.79
2.10E-04,0.77
2.10E-04,0.79
2.10E-04,0.79
2.10E-04,0.79
2.10E-04,0.79
2.11E-04,0.77
2.11E-04,0.79
2.11E-04,0.77
2.11E-04,0.79
2.11E-04,0.79
2.12E-04,0.79
2.12E-04,0.77
2.12E-04,0.77
2.12E-04,0.77
2.12E-04,0.79
2.13E-04,0.77
2.13E-04,0.79
2.13E-04,0.77
2.13E-04,0.79
2.13E-04,0.77
2.14E-04,0.81
2.14E-04,0.79
2.14E-04,0.77
2.14E-04,0.79
2.14E-04,0.79
2.15E-04,0.77
2.15E-04,0.77
2.15E-04,0.79
2.15E-04,0.77
2.15E-04,0.77
2.16E-04,0.77
2.16E-04,0.75
2.16E-04,0.79
2.16E-04,0.81
2.16E-04,0.79
2.17E-04,0.77
2.17E-04,0.77
2.17E-04,0.77
2.17E-04,0.77
2.17E-04,0.79
2.18E-04,0.77
2.18E-04,0.77
2.18E-04,0.79
2.18E-04,0.79
2.18E-04,0.77
2.19E-04,0.79
2.19E-04,0.77
2.19E-04,0.77
2.19E-04,0.77
2.19E-04,0.81
2.20E-04,0.77
2.20E-04,0.79
2.20E-04,0.77
2.20E-04,0.75
2.20E-04,0.77
2.21E-04,0.75
2.21E-04,0.77
2.21E-04,0.79
2.21E-04,0.77
2.21E-04,0.75
2.22E-04,0.77
2.22E-04,0.77
2.22E-04,0.77
2.22E-04,0.77
2.22E-04,0.77
2.23E-04,0.79
2.23E-04,0.77
2.23E-04,0.73
2.23E-04,0.77
2.23E-04,0.77
2.24E-04,0.77
2.24E-04,0.75
2.24E-04,0.77
2.24E-04,0.77
2.24E-04,0.77
2.25E-04,0.77
2.25E-04,0.75
2.25E-04,0.75
2.25E-04,0.77
2.25E-04,0.79
2.26E-04,0.77
2.26E-04,0.77
2.26E-04,0.75
2.26E-04,0.77
2.26E-04,0.77
2.27E-04,0.77
2.27E-04,0.77
2.27E-04,0.75
2.27E-04,0.75
2.27E-04,0.77
2.28E-04,0.77
2.28E-04,0.75
2.28E-04,0.75
2.28E-04,0.77
2.28E-04,0.75
2.29E-04,0.77
2.29E-04,0.75
2.29E-04,0.75
2.29E-04,0.75
2.29E-04,0.77
2.30E-04,0.75
2.30E-04,0.75
2.30E-04,0.77
2.30E-04,0.77
2.30E-04,0.75
2.31E-04,0.75
2.31E-04,0.77
2.31E-04,0.77
2.31E-04,0.77
2.31E-04,0.75
2.32E-04,0.77
2.32E-04,0.75
2.32E-04,0.75
2.32E-04,0.75
2.32E-04,0.75
2.33E-04,0.75
2.33E-04,0.71
2.33E-04,0.81
2.33E-04,0.61
2.33E-04,0.77
2.34E-04,0.75
2.34E-04,0.75
2.34E-04,0.75
2.34E-04,0.75
2.34E-04,0.73
2.35E-04,0.75
2.35E-04,0.77
2.35E-04,0.75
2.35E-04,0.75
2.35E-04,0.75
2.36E-04,0.77
2.36E-04,0.75
2.36E-04,0.77
2.36E-04,0.75
2.36E-04,0.73
2.37E-04,0.75
2.37E-04,0.75
2.37E-04,0.75
2.37E-04,0.75
2.37E-04,0.73
2.38E-04,0.75
2.38E-04,0.75
2.38E-04,0.73
2.38E-04,0.75
2.38E-04,0.75
2.39E-04,0.73
2.39E-04,0.75
2.39E-04,0.75
2.39E-04,0.75
2.39E-04,0.75
2.40E-04,0.75
2.40E-04,0.73
2.40E-04,0.73
2.40E-04,0.73
2.40E-04,0.75
2.41E-04,0.73
2.41E-04,0.75
2.41E-04,0.73
2.41E-04,0.73
2.41E-04,0.73
2.42E-04,0.75
2.42E-04,0.77
2.42E-04,0.75
2.42E-04,0.73
2.42E-04,0.73
2.43E-04,0.75
2.43E-04,0.73
2.43E-04,0.73
2.43E-04,0.73
2.43E-04,0.75
2.44E-04,0.73
2.44E-04,0.75
2.44E-04,0.75
2.44E-04,0.73
2.44E-04,0.73
2.45E-04,0.73
2.45E-04,0.73
2.45E-04,0.73
2.45E-04,0.73
2.45E-04,0.73
2.46E-04,0.73
2.46E-04,0.73
2.46E-04,0.75
2.46E-04,0.75
2.46E-04,0.75
2.47E-04,0.73
2.47E-04,0.75
2.47E-04,0.73
2.47E-04,0.75
2.47E-04,0.71
2.48E-04,0.73
2.48E-04,0.71
2.48E-04,0.73
2.48E-04,0.73
2.48E-04,0.75
2.49E-04,0.73
2.49E-04,0.75
2.49E-04,0.75
2.49E-04,0.75
2.49E-04,0.69
2.50E-04,0.73
2.50E-04,0.71
2.50E-04,0.73
2.50E-04,0.73
2.50E-04,0.71
2.51E-04,0.73
2.51E-04,0.73
2.51E-04,0.73
2.51E-04,0.75
2.51E-04,0.73
2.52E-04,0.73
2.52E-04,0.75
2.52E-04,0.75
2.52E-04,0.75
2.52E-04,0.73
2.53E-04,0.71
2.53E-04,0.73
2.53E-04,0.73
2.53E-04,0.73
2.53E-04,0.73
2.54E-04,0.71
2.54E-04,0.73
2.54E-04,0.73
2.54E-04,0.73
2.54E-04,0.75
2.55E-04,0.73
2.55E-04,0.71
2.55E-04,0.73
2.55E-04,0.73
2.55E-04,0.73
2.56E-04,0.73
2.56E-04,0.71
2.56E-04,0.73
2.56E-04,0.73
2.56E-04,0.73
2.57E-04,0.69
2.57E-04,0.73
2.57E-04,0.71
2.57E-04,0.71
2.57E-04,0.71
2.58E-04,0.75
2.58E-04,0.73
2.58E-04,0.73
2.58E-04,0.71
2.58E-04,0.71
2.59E-04,0.73
2.59E-04,0.71
2.59E-04,0.75
2.59E-04,0.73
2.59E-04,0.71
2.60E-04,0.73
2.60E-04,0.69
2.60E-04,0.73
2.60E-04,0.73
2.60E-04,0.71
2.61E-04,0.73
2.61E-04,0.71
2.61E-04,0.73
2.61E-04,0.71
2.61E-04,0.71
2.62E-04,0.73
2.62E-04,0.71
2.62E-04,0.69
2.62E-04,0.69
2.62E-04,0.69
2.63E-04,0.73
2.63E-04,0.73
2.63E-04,0.75
2.63E-04,0.71
2.63E-04,0.71
2.64E-04,0.73
2.64E-04,0.71
2.64E-04,0.69
2.64E-04,0.73
2.64E-04,0.71
2.65E-04,0.71
2.65E-04,0.71
2.65E-04,0.71
2.65E-04,0.71
2.65E-04,0.69
2.66E-04,0.73
2.66E-04,0.71
2.66E-04,0.71
2.66E-04,0.71
2.66E-04,0.71
2.67E-04,0.71
2.67E-04,0.69
2.67E-04,0.71
2.67E-04,0.71
2.67E-04,0.71
2.68E-04,0.71
2.68E-04,0.71
2.68E-04,0.71
2.68E-04,0.71
2.68E-04,0.71
2.69E-04,0.73
2.69E-04,0.69
2.69E-04,0.71
2.69E-04,0.71
2.69E-04,0.71
2.70E-04,0.71
2.70E-04,0.71
2.70E-04,0.71
2.70E-04,0.73
2.70E-04,0.69
2.71E-04,0.71
2.71E-04,0.69
2.71E-04,0.73
2.71E-04,0.69
2.71E-04,0.71
2.72E-04,0.71
2.72E-04,0.69
2.72E-04,0.69
2.72E-04,0.69
2.72E-04,0.69
2.73E-04,0.71
2.73E-04,0.71
2.73E-04,0.71
2.73E-04,0.69
2.73E-04,0.69
2.74E-04,0.71
2.74E-04,0.69
2.74E-04,0.71
2.74E-04,0.69
2.74E-04,0.69
2.75E-04,0.71
2.75E-04,0.71
2.75E-04,0.69
2.75E-04,0.71
2.75E-04,0.71
2.76E-04,0.73
2.76E-04,0.69
2.76E-04,0.71
2.76E-04,0.71
2.76E-04,0.71
2.77E-04,0.69
2.77E-04,0.71
2.77E-04,0.71
2.77E-04,0.69
2.77E-04,0.69
2.78E-04,0.69
2.78E-04,0.71
2.78E-04,0.69
2.78E-04,0.71
2.78E-04,0.71
2.79E-04,0.69
2.79E-04,0.67
2.79E-04,0.67
2.79E-04,0.67
2.79E-04,0.69
2.80E-04,0.67
2.80E-04,0.67
2.80E-04,0.69
2.80E-04,0.69
2.80E-04,0.69
2.81E-04,0.69
2.81E-04,0.69
2.81E-04,0.67
2.81E-04,0.67
2.81E-04,0.69
2.82E-04,0.69
2.82E-04,0.67
2.82E-04,0.69
2.82E-04,0.69
2.82E-04,0.69
2.83E-04,0.69
2.83E-04,0.67
2.83E-04,0.69
2.83E-04,0.63
2.83E-04,0.69
2.84E-04,0.69
2.84E-04,0.67
2.84E-04,0.69
2.84E-04,0.69
2.84E-04,0.69
2.85E-04,0.69
2.85E-04,0.69
2.85E-04,0.67
2.85E-04,0.69
2.85E-04,0.69
2.86E-04,0.71
2.86E-04,0.71
2.86E-04,0.69
2.86E-04,0.67
2.86E-04,0.67
2.87E-04,0.69
2.87E-04,0.67
2.87E-04,0.67
2.87E-04,0.69
2.87E-04,0.67
2.88E-04,0.69
2.88E-04,0.69
2.88E-04,0.69
2.88E-04,0.67
2.88E-04,0.67
2.89E-04,0.67
2.89E-04,0.67
2.89E-04,0.69
2.89E-04,0.67
2.89E-04,0.69
2.90E-04,0.65
2.90E-04,0.67
2.90E-04,0.67
2.90E-04,0.67
2.90E-04,0.69
2.91E-04,0.67
2.91E-04,0.67
2.91E-04,0.69
2.91E-04,0.69
2.91E-04,0.69
2.92E-04,0.67
2.92E-04,0.69
2.92E-04,0.67
2.92E-04,0.67
2.92E-04,0.69
2.93E-04,0.69
2.93E-04,0.67
2.93E-04,0.67
2.93E-04,0.69
2.93E-04,0.69
2.94E-04,0.69
2.94E-04,0.67
2.94E-04,0.65
2.94E-04,0.67
2.94E-04,0.61
2.95E-04,0.67
2.95E-04,0.67
2.95E-04,0.69
2.95E-04,0.65
2.95E-04,0.67
2.96E-04,0.67
2.96E-04,0.69
2.96E-04,0.69
2.96E-04,0.69
2.96E-04,0.69
2.97E-04,0.69
2.97E-04,0.67
2.97E-04,0.67
2.97E-04,0.67
2.97E-04,0.67
2.98E-04,0.65
2.98E-04,0.67
2.98E-04,0.69
2.98E-04,0.69
2.98E-04,0.65
2.99E-04,0.67
2.99E-04,0.67
2.99E-04,0.67
2.99E-04,0.67
2.99E-04,0.79
3.00E-04,0.65
3.00E-04,0.67
3.00E-04,0.67
3.00E-04,0.67
3.00E-04,0.67
3.01E-04,0.65
3.01E-04,0.67
3.01E-04,0.67
3.01E-04,0.67
3.01E-04,0.67
3.02E-04,0.65
3.02E-04,0.65
3.02E-04,0.67
3.02E-04,0.67
3.02E-04,0.67
3.03E-04,0.67
3.03E-04,0.67
3.03E-04,0.69
3.03E-04,0.67
3.03E-04,0.67
3.04E-04,0.67
3.04E-04,0.67
3.04E-04,0.65
3.04E-04,0.67
3.04E-04,0.67
3.05E-04,0.67
3.05E-04,0.67
3.05E-04,0.67
3.05E-04,0.67
3.05E-04,0.67
3.06E-04,0.65
3.06E-04,0.67
3.06E-04,0.67
3.06E-04,0.67
3.06E-04,0.65
3.07E-04,0.67
3.07E-04,0.67
3.07E-04,0.67
3.07E-04,0.67
3.07E-04,0.65
3.08E-04,0.67
3.08E-04,0.67
3.08E-04,0.67
3.08E-04,0.67
3.08E-04,0.65
3.09E-04,0.67
3.09E-04,0.67
3.09E-04,0.67
3.09E-04,0.67
3.09E-04,0.65
3.10E-04,0.65
3.10E-04,0.67
3.10E-04,0.67
3.10E-04,0.65
3.10E-04,0.67
3.11E-04,0.65
3.11E-04,0.67
3.11E-04,0.63
3.11E-04,0.67
3.11E-04,0.67
3.12E-04,0.67
3.12E-04,0.65
3.12E-04,0.67
3.12E-04,0.63
3.12E-04,0.67
3.13E-04,0.67
3.13E-04,0.65
3.13E-04,0.67
3.13E-04,0.65
3.13E-04,0.65
3.14E-04,0.67
3.14E-04,0.63
3.14E-04,0.65
3.14E-04,0.67
3.14E-04,0.67
3.15E-04,0.65
3.15E-04,0.65
3.15E-04,0.63
3.15E-04,0.65
3.15E-04,0.67
3.16E-04,0.65
3.16E-04,0.65
3.16E-04,0.65
3.16E-04,0.65
3.16E-04,0.67
3.17E-04,0.65
3.17E-04,0.65
3.17E-04,0.63
3.17E-04,0.67
